Date,USD,IDR
1/1/2022,"1.829,05 (-795,44)","839.094 (-524.644,71)"
1/2/2022,"1.829,05 (-795,44)","839.094 (-524.644,71)"
1/3/2022,"1.799,83 (-824,66)","826.209 (-537.529,45)"
1/4/2022,"1.812,84 (-811,65)","831.715 (-532.023,50)"
1/5/2022,"1.824,78 (-799,71)","839.540 (-524.198,81)"
1/6/2022,"1.790,29 (-834,20)","826.838 (-536.900,54)"
1/7/2022,"1.793,46 (-831,03)","830.089 (-533.649,58)"
1/8/2022,"1.796,41 (-828,08)","831.454 (-532.284,19)"
1/9/2022,"1.796,41 (-828,08)","831.454 (-532.284,19)"
1/10/2022,"1.794,31 (-830,18)","828.406 (-535.332,94)"
1/11/2022,"1.816,00 (-808,49)","836.260 (-527.478,69)"
1/12/2022,"1.824,50 (-799,99)","838.766 (-524.972,30)"
1/13/2022,"1.818,51 (-805,98)","836.187 (-527.551,23)"
1/14/2022,"1.818,24 (-806,25)","836.590 (-527.148,67)"
1/15/2022,"1.817,43 (-807,06)","836.217 (-527.521,36)"
1/16/2022,"1.817,43 (-807,06)","836.217 (-527.521,36)"
1/17/2022,"1.819,13 (-805,36)","836.940 (-526.798,25)"
1/18/2022,"1.814,08 (-810,41)","835.376 (-528.362,84)"
1/19/2022,"1.840,33 (-784,16)","847.582 (-516.156,50)"
1/20/2022,"1.841,60 (-782,89)","850.831 (-512.907,79)"
1/21/2022,"1.833,65 (-790,84)","846.214 (-517.523,99)"
1/22/2022,"1.834,58 (-789,91)","846.644 (-517.094,80)"
1/23/2022,"1.834,58 (-789,91)","846.644 (-517.094,80)"
1/24/2022,"1.834,68 (-789,81)","846.277 (-517.460,96)"
1/25/2022,"1.848,43 (-776,06)","851.431 (-512.307,11)"
1/26/2022,"1.832,29 (-792,20)","845.822 (-517.915,98)"
1/27/2022,"1.792,17 (-832,32)","826.611 (-537.127,62)"
1/28/2022,"1.783,78 (-840,71)","824.978 (-538.760,16)"
1/29/2022,"1.792,11 (-832,38)","828.831 (-534.907,63)"
1/30/2022,"1.792,11 (-832,38)","828.831 (-534.907,63)"
1/31/2022,"1.797,57 (-826,92)","831.125 (-532.613,62)"
2/1/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/2/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/3/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/4/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/5/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/6/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/7/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/8/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/9/2022,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/10/2022,"1.756,95 (-867,54)","804.266 (-559.472,93)"
2/11/2022,"1.756,00 (-868,49)","803.097 (-560.641,18)"
2/12/2022,"1.760,64 (-863,85)","804.370 (-559.368,75)"
2/13/2022,"1.792,60 (-831,89)","819.375 (-544.363,43)"
2/14/2022,"1.796,82 (-827,67)","821.535 (-542.203,44)"
2/15/2022,"1.768,26 (-856,23)","804.725 (-559.013,69)"
2/16/2022,"1.767,63 (-856,86)","804.438 (-559.300,40)"
2/17/2022,"1.767,63 (-856,86)","804.438 (-559.300,40)"
2/18/2022,"1.766,42 (-858,07)","799.855 (-563.883,85)"
2/19/2022,"1.768,97 (-855,52)","801.692 (-562.046,69)"
2/20/2022,"1.785,88 (-838,61)","809.355 (-554.383,13)"
2/21/2022,"1.780,91 (-843,58)","806.187 (-557.551,64)"
2/22/2022,"1.797,65 (-826,84)","816.828 (-546.909,98)"
2/23/2022,"1.792,47 (-832,02)","814.475 (-549.263,71)"
2/24/2022,"1.792,47 (-832,02)","814.475 (-549.263,71)"
2/25/2022,"1.807,28 (-817,21)","822.889 (-540.849,76)"
2/26/2022,"1.791,71 (-832,78)","817.010 (-546.728,80)"
2/27/2022,"1.795,06 (-829,43)","817.498 (-546.240,04)"
2/28/2022,"1.801,88 (-822,61)","821.704 (-542.033,98)"
3/1/2022,"1.933,43 (-691,06)","893.195 (-470.543,29)"
3/2/2022,"1.920,79 (-703,70)","886.182 (-477.556,61)"
3/3/2022,"1.930,43 (-694,06)","890.629 (-473.109,07)"
3/4/2022,"1.964,20 (-660,29)","907.663 (-456.075,74)"
3/5/2022,"1.970,68 (-653,81)","910.657 (-453.081,31)"
3/6/2022,"1.970,68 (-653,81)","910.657 (-453.081,31)"
3/7/2022,"1.979,23 (-645,26)","915.244 (-448.493,99)"
3/8/2022,"2.056,57 (-567,92)","952.860 (-410.878,71)"
3/9/2022,"2.002,49 (-622,00)","926.708 (-437.030,45)"
3/10/2022,"1.995,52 (-628,97)","922.007 (-441.730,99)"
3/11/2022,"1.986,16 (-638,33)","913.021 (-450.717,83)"
3/12/2022,"1.987,99 (-636,50)","913.862 (-449.876,60)"
3/13/2022,"1.987,99 (-636,50)","913.862 (-449.876,60)"
3/14/2022,"1.959,40 (-665,09)","901.223 (-462.515,21)"
3/15/2022,"1.928,32 (-696,17)","888.292 (-475.446,48)"
3/16/2022,"1.909,29 (-715,20)","879.097 (-484.641,84)"
3/17/2022,"1.944,02 (-680,47)","894.462 (-469.276,08)"
3/18/2022,"1.928,04 (-696,45)","885.807 (-477.931,00)"
3/19/2022,"1.921,49 (-703,00)","882.798 (-480.940,29)"
3/20/2022,"1.921,49 (-703,00)","882.798 (-480.940,29)"
3/21/2022,"1.931,59 (-692,90)","890.544 (-473.194,91)"
3/22/2022,"1.920,65 (-703,84)","885.562 (-478.176,33)"
3/23/2022,"1.934,43 (-690,06)","892.972 (-470.766,07)"
3/24/2022,"1.962,26 (-662,23)","905.378 (-458.360,16)"
3/25/2022,"1.956,07 (-668,42)","903.151 (-460.587,31)"
3/26/2022,"1.958,39 (-666,10)","904.222 (-459.516,12)"
3/27/2022,"1.958,39 (-666,10)","904.222 (-459.516,12)"
3/28/2022,"1.938,27 (-686,22)","893.686 (-470.052,21)"
3/29/2022,"1.915,69 (-708,80)","884.445 (-479.293,65)"
3/30/2022,"1.932,43 (-692,06)","892.422 (-471.316,53)"
3/31/2022,"1.943,49 (-681,00)","896.593 (-467.145,52)"
4/1/2022,"1.925,18 (-699,31)","888.641 (-475.097,33)"
4/2/2022,"1.924,80 (-699,69)","888.466 (-475.272,74)"
4/3/2022,"1.924,80 (-699,69)","888.466 (-475.272,74)"
4/4/2022,"1.931,33 (-693,16)","891.914 (-471.824,53)"
4/5/2022,"1.923,88 (-700,61)","888.350 (-475.388,75)"
4/6/2022,"1.924,79 (-699,70)","887.904 (-475.834,92)"
4/7/2022,"1.934,92 (-689,57)","893.572 (-470.166,62)"
4/8/2022,"1.941,36 (-683,13)","896.234 (-467.504,00)"
4/9/2022,"1.947,57 (-676,92)","899.101 (-464.637,13)"
4/10/2022,"1.947,57 (-676,92)","899.101 (-464.637,13)"
4/11/2022,"1.942,64 (-681,85)","897.200 (-466.538,34)"
4/12/2022,"1.973,79 (-650,70)","911.903 (-451.835,18)"
4/13/2022,"1.979,06 (-645,43)","913.956 (-449.782,18)"
4/14/2022,"1.971,38 (-653,11)","910.093 (-453.645,18)"
4/15/2022,"1.973,71 (-650,78)","911.169 (-452.569,53)"
4/16/2022,"1.974,80 (-649,69)","911.672 (-452.066,32)"
4/17/2022,"1.974,80 (-649,69)","911.672 (-452.066,32)"
4/18/2022,"1.986,44 (-638,05)","916.407 (-447.331,34)"
4/19/2022,"1.957,94 (-666,55)","903.699 (-460.039,27)"
4/20/2022,"1.952,98 (-671,51)","900.845 (-462.893,07)"
4/21/2022,"1.939,51 (-684,98)","894.882 (-468.856,91)"
4/22/2022,"1.935,13 (-689,36)","892.673 (-471.065,09)"
4/23/2022,"1.931,96 (-692,53)","891.211 (-472.527,41)"
4/24/2022,"1.931,96 (-692,53)","891.211 (-472.527,41)"
4/25/2022,"1.896,13 (-728,36)","875.476 (-488.262,63)"
4/26/2022,"1.901,97 (-722,52)","883.736 (-480.002,19)"
4/27/2022,"1.888,15 (-736,34)","874.887 (-488.851,77)"
4/28/2022,"1.888,61 (-735,88)","875.464 (-488.274,30)"
4/29/2022,"1.908,16 (-716,33)","884.527 (-479.211,91)"
4/30/2022,"1.896,95 (-727,54)","879.330 (-484.408,30)"
5/1/2022,"1.896,95 (-727,54)","879.330 (-484.408,30)"
5/2/2022,"1.867,23 (-757,26)","865.553 (-498.184,99)"
5/3/2022,"1.869,24 (-755,25)","866.485 (-497.253,25)"
5/4/2022,"1.868,26 (-756,23)","866.031 (-497.707,53)"
5/5/2022,"1.875,86 (-748,63)","869.554 (-494.184,56)"
5/6/2022,"1.888,48 (-736,01)","875.404 (-488.334,56)"
5/7/2022,"1.883,86 (-740,63)","873.262 (-490.476,16)"
5/8/2022,"1.883,86 (-740,63)","873.262 (-490.476,16)"
5/9/2022,"1.861,38 (-763,11)","866.552 (-497.186,38)"
5/10/2022,"1.845,05 (-779,44)","862.153 (-501.585,43)"
5/11/2022,"1.852,46 (-772,03)","866.330 (-497.408,19)"
5/12/2022,"1.829,13 (-795,36)","855.420 (-508.318,81)"
5/13/2022,"1.810,78 (-813,71)","849.109 (-514.629,38)"
5/14/2022,"1.811,09 (-813,40)","849.254 (-514.484,02)"
5/15/2022,"1.811,09 (-813,40)","849.254 (-514.484,02)"
5/16/2022,"1.816,04 (-808,45)","851.576 (-512.162,87)"
5/17/2022,"1.821,43 (-803,06)","856.094 (-507.644,34)"
5/18/2022,"1.821,47 (-803,02)","857.987 (-505.751,57)"
5/19/2022,"1.842,59 (-781,90)","869.771 (-493.967,32)"
5/20/2022,"1.840,57 (-783,92)","871.718 (-492.020,63)"
5/21/2022,"1.846,53 (-777,96)","874.541 (-489.197,90)"
5/22/2022,"1.846,53 (-777,96)","874.541 (-489.197,90)"
5/23/2022,"1.850,10 (-774,39)","872.068 (-491.670,85)"
5/24/2022,"1.867,36 (-757,13)","880.443 (-483.294,98)"
5/25/2022,"1.845,19 (-779,30)","869.279 (-494.459,83)"
5/26/2022,"1.846,77 (-777,72)","870.023 (-493.715,48)"
5/27/2022,"1.852,60 (-771,89)","872.293 (-491.445,44)"
5/28/2022,"1.853,48 (-771,01)","872.707 (-491.031,09)"
5/29/2022,"1.853,48 (-771,01)","872.707 (-491.031,09)"
5/30/2022,"1.856,18 (-768,31)","869.980 (-493.758,80)"
5/31/2022,"1.845,34 (-779,15)","862.882 (-500.856,63)"
6/1/2022,"1.848,52 (-775,97)","864.369 (-499.369,66)"
6/2/2022,"1.868,25 (-756,24)","876.478 (-487.260,75)"
6/3/2022,"1.850,57 (-773,92)","864.256 (-499.482,02)"
6/4/2022,"1.851,10 (-773,39)","864.504 (-499.234,50)"
6/5/2022,"1.851,10 (-773,39)","864.504 (-499.234,50)"
6/6/2022,"1.842,20 (-782,29)","854.721 (-509.017,07)"
6/7/2022,"1.850,50 (-773,99)","860.416 (-503.322,39)"
6/8/2022,"1.855,04 (-769,45)","862.646 (-501.092,17)"
6/9/2022,"1.848,52 (-775,97)","860.387 (-503.350,96)"
6/10/2022,"1.870,46 (-754,03)","875.290 (-488.448,40)"
6/11/2022,"1.871,61 (-752,88)","875.828 (-487.910,25)"
6/12/2022,"1.871,61 (-752,88)","875.828 (-487.910,25)"
6/13/2022,"1.829,10 (-795,39)","856.759 (-506.979,70)"
6/14/2022,"1.813,17 (-811,32)","855.301 (-508.437,60)"
6/15/2022,"1.820,27 (-804,22)","861.986 (-501.752,02)"
6/16/2022,"1.852,26 (-772,23)","878.147 (-485.591,42)"
6/17/2022,"1.838,69 (-785,80)","871.419 (-492.319,87)"
6/18/2022,"1.840,25 (-784,24)","872.158 (-491.580,53)"
6/19/2022,"1.840,25 (-784,24)","872.158 (-491.580,53)"
6/20/2022,"1.836,31 (-788,18)","875.426 (-488.312,06)"
6/21/2022,"1.836,16 (-788,33)","875.827 (-487.911,29)"
6/22/2022,"1.838,65 (-785,84)","875.123 (-488.615,24)"
6/23/2022,"1.831,19 (-793,30)","874.870 (-488.868,95)"
6/24/2022,"1.826,69 (-797,80)","871.252 (-492.486,52)"
6/25/2022,"1.827,54 (-796,95)","871.657 (-492.081,10)"
6/26/2022,"1.827,54 (-796,95)","871.657 (-492.081,10)"
6/27/2022,"1.826,19 (-798,30)","871.659 (-492.079,74)"
6/28/2022,"1.821,78 (-802,71)","866.977 (-496.761,82)"
6/29/2022,"1.817,28 (-807,21)","866.881 (-496.857,83)"
6/30/2022,"1.810,62 (-813,87)","864.343 (-499.395,03)"
7/1/2022,"1.800,94 (-823,55)","861.691 (-502.047,36)"
7/2/2022,"1.809,92 (-814,57)","865.988 (-497.750,72)"
7/3/2022,"1.809,92 (-814,57)","865.988 (-497.750,72)"
7/4/2022,"1.806,68 (-817,81)","868.736 (-495.002,58)"
7/5/2022,"1.767,13 (-857,36)","849.946 (-513.792,81)"
7/6/2022,"1.736,34 (-888,15)","836.811 (-526.927,29)"
7/7/2022,"1.742,53 (-881,96)","841.196 (-522.542,93)"
7/8/2022,"1.742,49 (-882,00)","839.551 (-524.187,45)"
7/9/2022,"1.742,35 (-882,14)","839.484 (-524.254,91)"
7/10/2022,"1.742,35 (-882,14)","839.484 (-524.254,91)"
7/11/2022,"1.740,34 (-884,15)","838.236 (-525.502,55)"
7/12/2022,"1.733,33 (-891,16)","834.190 (-529.548,22)"
7/13/2022,"1.737,24 (-887,25)","837.412 (-526.325,99)"
7/14/2022,"1.706,45 (-918,04)","822.132 (-541.606,79)"
7/15/2022,"1.704,78 (-919,71)","822.094 (-541.644,02)"
7/16/2022,"1.707,27 (-917,22)","823.295 (-540.443,27)"
7/17/2022,"1.707,27 (-917,22)","823.295 (-540.443,27)"
7/18/2022,"1.711,65 (-912,84)","825.407 (-538.331,11)"
7/19/2022,"1.711,64 (-912,85)","824.687 (-539.051,32)"
7/20/2022,"1.703,00 (-921,49)","820.853 (-542.885,66)"
7/21/2022,"1.711,51 (-912,98)","824.514 (-539.224,01)"
7/22/2022,"1.729,78 (-894,71)","835.151 (-528.587,25)"
7/23/2022,"1.727,45 (-897,04)","834.026 (-529.712,19)"
7/24/2022,"1.727,45 (-897,04)","834.026 (-529.712,19)"
7/25/2022,"1.717,57 (-906,92)","829.643 (-534.095,78)"
7/26/2022,"1.719,24 (-905,25)","828.681 (-535.057,91)"
7/27/2022,"1.720,76 (-903,73)","828.971 (-534.767,85)"
7/28/2022,"1.754,55 (-869,94)","847.280 (-516.458,87)"
7/29/2022,"1.763,46 (-861,03)","848.067 (-515.671,38)"
7/30/2022,"1.766,16 (-858,33)","849.366 (-514.372,92)"
7/31/2022,"1.766,16 (-858,33)","849.366 (-514.372,92)"
8/1/2022,"1.772,95 (-851,54)","847.045 (-516.693,70)"
8/2/2022,"1.775,90 (-848,59)","849.254 (-514.484,95)"
8/3/2022,"1.758,96 (-865,53)","841.944 (-521.794,11)"
8/4/2022,"1.787,68 (-836,81)","857.358 (-506.380,20)"
8/5/2022,"1.787,68 (-836,81)","858.048 (-505.690,50)"
8/6/2022,"1.787,68 (-836,81)","858.048 (-505.690,50)"
8/7/2022,"1.787,68 (-836,81)","858.048 (-505.690,50)"
8/8/2022,"1.787,68 (-836,81)","856.611 (-507.127,38)"
8/9/2022,"1.787,68 (-836,81)","857.243 (-506.495,15)"
8/10/2022,"1.798,00 (-826,49)","859.128 (-504.610,19)"
8/11/2022,"1.789,33 (-835,16)","855.734 (-508.004,49)"
8/12/2022,"1.797,66 (-826,83)","855.325 (-508.413,81)"
8/13/2022,"1.801,89 (-822,60)","857.337 (-506.401,18)"
8/14/2022,"1.801,89 (-822,60)","857.337 (-506.401,18)"
8/15/2022,"1.781,85 (-842,64)","841.443 (-522.295,13)"
8/16/2022,"1.776,40 (-848,09)","841.097 (-522.641,40)"
8/17/2022,"1.762,88 (-861,61)","834.696 (-529.042,90)"
8/18/2022,"1.757,93 (-866,56)","834.613 (-529.125,90)"
8/19/2022,"1.749,43 (-875,06)","833.671 (-530.067,94)"
8/20/2022,"1.747,00 (-877,49)","832.513 (-531.225,93)"
8/21/2022,"1.747,00 (-877,49)","832.513 (-531.225,93)"
8/22/2022,"1.735,43 (-889,06)","829.008 (-534.730,85)"
8/23/2022,"1.749,43 (-875,06)","837.045 (-526.693,21)"
8/24/2022,"1.749,04 (-875,45)","837.477 (-526.261,25)"
8/25/2022,"1.757,32 (-867,17)","839.069 (-524.669,58)"
8/26/2022,"1.735,78 (-888,71)","827.445 (-536.293,66)"
8/27/2022,"1.738,10 (-886,39)","828.551 (-535.187,72)"
8/28/2022,"1.738,10 (-886,39)","828.551 (-535.187,72)"
8/29/2022,"1.738,05 (-886,44)","827.800 (-535.937,99)"
8/30/2022,"1.724,35 (-900,14)","825.322 (-538.415,98)"
8/31/2022,"1.716,64 (-907,85)","820.971 (-542.767,95)"
9/1/2022,"1.695,18 (-929,31)","809.508 (-554.230,61)"
9/2/2022,"1.713,97 (-910,52)","820.189 (-543.549,46)"
9/3/2022,"1.712,50 (-911,99)","819.486 (-544.252,90)"
9/4/2022,"1.712,50 (-911,99)","819.486 (-544.252,90)"
9/5/2022,"1.711,83 (-912,66)","820.046 (-543.692,93)"
9/6/2022,"1.702,11 (-922,38)","816.484 (-547.254,77)"
9/7/2022,"1.714,40 (-910,09)","820.450 (-543.288,57)"
9/8/2022,"1.706,03 (-918,46)","818.748 (-544.990,44)"
9/9/2022,"1.719,69 (-904,80)","824.087 (-539.651,18)"
9/10/2022,"1.717,32 (-907,17)","822.952 (-540.786,90)"
9/11/2022,"1.717,32 (-907,17)","822.952 (-540.786,90)"
9/12/2022,"1.730,80 (-893,69)","826.128 (-537.610,34)"
9/13/2022,"1.704,49 (-920,00)","813.186 (-550.551,97)"
9/14/2022,"1.702,29 (-922,20)","813.341 (-550.397,49)"
9/15/2022,"1.663,98 (-960,51)","798.354 (-565.384,83)"
9/16/2022,"1.673,83 (-950,66)","801.788 (-561.950,50)"
9/17/2022,"1.675,23 (-949,26)","802.459 (-561.279,88)"
9/18/2022,"1.675,23 (-949,26)","802.459 (-561.279,88)"
9/19/2022,"1.670,70 (-953,79)","802.437 (-561.301,24)"
9/20/2022,"1.664,08 (-960,41)","801.451 (-562.287,27)"
9/21/2022,"1.665,68 (-958,81)","801.955 (-561.783,91)"
9/22/2022,"1.674,70 (-949,79)","808.235 (-555.503,35)"
9/23/2022,"1.646,88 (-977,61)","795.974 (-567.764,83)"
9/24/2022,"1.643,90 (-980,59)","794.533 (-569.205,13)"
9/25/2022,"1.643,90 (-980,59)","794.533 (-569.205,13)"
9/26/2022,"1.631,15 (-993,34)","788.476 (-575.262,61)"
9/27/2022,"1.629,60 (-994,89)","792.128 (-571.610,86)"
9/28/2022,"1.659,23 (-965,26)","808.451 (-555.287,66)"
9/29/2022,"1.659,67 (-964,82)","813.361 (-550.377,62)"
9/30/2022,"1.664,93 (-959,56)","816.153 (-547.585,72)"
10/1/2022,"1.785,61 (-838,88)","822.093 (-541.645,95)"
10/2/2022,"1.767,35 (-857,14)","815.561 (-548.177,15)"
10/3/2022,"1.778,55 (-845,94)","822.159 (-541.579,82)"
10/4/2022,"1.783,45 (-841,04)","824.424 (-539.314,73)"
10/5/2022,"1.783,45 (-841,04)","824.424 (-539.314,73)"
10/6/2022,"1.784,34 (-840,15)","826.556 (-537.182,28)"
10/7/2022,"1.786,23 (-838,26)","829.327 (-534.411,06)"
10/8/2022,"1.782,23 (-842,26)","825.579 (-538.159,69)"
10/9/2022,"1.775,80 (-848,69)","819.175 (-544.563,85)"
10/10/2022,"1.667,60 (-956,89)","817.408 (-546.330,49)"
10/11/2022,"1.681,05 (-943,44)","826.865 (-536.873,21)"
10/12/2022,"1.669,59 (-954,90)","824.610 (-539.128,34)"
10/13/2022,"1.665,84 (-958,65)","823.347 (-540.391,33)"
10/14/2022,"1.643,60 (-980,89)","811.509 (-552.229,01)"
10/15/2022,"1.644,16 (-980,33)","811.786 (-551.952,52)"
10/16/2022,"1.644,16 (-980,33)","811.786 (-551.952,52)"
10/17/2022,"1.658,54 (-965,95)","820.646 (-543.092,88)"
10/18/2022,"1.650,05 (-974,44)","821.219 (-542.519,20)"
10/19/2022,"1.630,44 (-994,05)","810.883 (-552.855,59)"
10/20/2022,"1.635,68 (-988,81)","814.646 (-549.092,59)"
10/21/2022,"1.652,04 (-972,45)","827.468 (-536.270,47)"
10/22/2022,"1.657,60 (-966,89)","830.253 (-533.485,60)"
10/23/2022,"1.657,60 (-966,89)","830.253 (-533.485,60)"
10/24/2022,"1.651,15 (-973,34)","828.668 (-535.070,60)"
10/25/2022,"1.652,48 (-972,01)","828.273 (-535.465,67)"
10/26/2022,"1.666,40 (-958,09)","836.643 (-527.095,58)"
10/27/2022,"1.657,50 (-966,99)","831.109 (-532.629,76)"
10/28/2022,"1.642,42 (-982,07)","822.333 (-541.405,74)"
10/29/2022,"1.644,70 (-979,79)","823.474 (-540.264,18)"
10/30/2022,"1.644,70 (-979,79)","823.474 (-540.264,18)"
10/31/2022,"1.637,05 (-987,44)","818.012 (-545.726,01)"
11/1/2022,"1.829,05 (-795,44)","839.094 (-524.644,71)"
11/2/2022,"1.829,05 (-795,44)","839.094 (-524.644,71)"
11/3/2022,"1.799,83 (-824,66)","826.209 (-537.529,45)"
11/4/2022,"1.812,84 (-811,65)","831.715 (-532.023,50)"
11/5/2022,"1.824,78 (-799,71)","839.540 (-524.198,81)"
11/6/2022,"1.790,29 (-834,20)","826.838 (-536.900,54)"
11/7/2022,"1.793,46 (-831,03)","830.089 (-533.649,58)"
11/8/2022,"1.796,41 (-828,08)","831.454 (-532.284,19)"
11/9/2022,"1.796,41 (-828,08)","831.454 (-532.284,19)"
11/10/2022,"1.749,85 (-874,64)","880.678 (-483.060,32)"
11/11/2022,"1.763,76 (-860,73)","890.344 (-473.394,40)"
11/12/2022,"1.770,78 (-853,71)","893.888 (-469.850,71)"
11/13/2022,"1.770,78 (-853,71)","893.888 (-469.850,71)"
11/14/2022,"1.769,53 (-854,96)","881.423 (-482.315,18)"
11/15/2022,"1.770,57 (-853,92)","882.283 (-481.455,60)"
11/16/2022,"1.775,19 (-849,30)","888.295 (-475.443,64)"
11/17/2022,"1.757,17 (-867,32)","881.876 (-481.862,01)"
11/18/2022,"1.754,15 (-870,34)","884.703 (-479.035,08)"
11/19/2022,"1.751,04 (-873,45)","883.135 (-480.603,60)"
11/20/2022,"1.751,04 (-873,45)","883.135 (-480.603,60)"
11/21/2022,"1.733,23 (-891,26)","874.431 (-489.307,43)"
11/22/2022,"1.741,70 (-882,79)","879.544 (-484.194,28)"
11/23/2022,"1.738,14 (-886,35)","878.249 (-485.489,11)"
11/24/2022,"1.756,58 (-867,91)","886.663 (-477.075,33)"
11/25/2022,"1.751,40 (-873,09)","881.064 (-482.674,39)"
11/26/2022,"1.754,60 (-869,89)","882.674 (-481.064,59)"
11/27/2022,"1.754,60 (-869,89)","882.674 (-481.064,59)"
11/28/2022,"1.745,05 (-879,44)","879.048 (-484.690,64)"
11/29/2022,"1.751,04 (-873,45)","885.499 (-478.239,12)"
11/30/2022,"1.752,00 (-872,49)","886.435 (-477.303,02)"
12/1/2022,"1.804,31 (-820,18)","834.241 (-529.497,31)"
12/2/2022,"1.809,71 (-814,78)","837.377 (-526.361,13)"
12/3/2022,"1.807,29 (-817,20)","833.643 (-530.095,07)"
12/4/2022,"1.807,28 (-817,21)","835.614 (-528.124,10)"
12/5/2022,"1.807,95 (-816,54)","835.924 (-527.814,32)"
12/6/2022,"1.807,95 (-816,54)","835.924 (-527.814,32)"
12/7/2022,"1.816,93 (-807,56)","839.783 (-523.954,98)"
12/8/2022,"1.826,03 (-798,46)","845.633 (-518.105,14)"
12/9/2022,"1.832,74 (-791,75)","847.622 (-516.116,71)"
12/10/2022,"1.797,35 (-827,14)","902.851 (-460.887,74)"
12/11/2022,"1.797,35 (-827,14)","902.851 (-460.887,74)"
12/12/2022,"1.784,35 (-840,14)","894.198 (-469.540,56)"
12/13/2022,"1.808,00 (-816,49)","909.247 (-454.491,68)"
12/14/2022,"1.810,63 (-813,86)","911.675 (-452.063,00)"
12/15/2022,"1.778,20 (-846,29)","892.945 (-470.793,08)"
12/16/2022,"1.788,90 (-835,59)","898.951 (-464.787,28)"
12/17/2022,"1.793,13 (-831,36)","901.077 (-462.661,64)"
12/18/2022,"1.793,13 (-831,36)","901.077 (-462.661,64)"
12/19/2022,"1.788,31 (-836,18)","897.907 (-465.831,21)"
12/20/2022,"1.818,00 (-806,49)","913.048 (-450.690,11)"
12/21/2022,"1.816,35 (-808,14)","911.461 (-452.277,95)"
12/22/2022,"1.795,83 (-828,66)","900.759 (-462.979,22)"
12/23/2022,"1.801,00 (-823,49)","902.947 (-460.791,36)"
12/24/2022,"1.798,58 (-825,91)","901.734 (-462.004,65)"
12/25/2022,"1.798,58 (-825,91)","901.734 (-462.004,65)"
12/26/2022,"1.807,31 (-817,18)","906.750 (-456.988,62)"
12/27/2022,"1.820,30 (-804,19)","915.081 (-448.657,13)"
12/28/2022,"1.801,44 (-823,05)","906.932 (-456.806,12)"
12/29/2022,"1.815,98 (-808,51)","916.821 (-446.917,03)"
12/30/2022,"1.815,53 (-808,96)","918.229 (-445.509,84)"
12/31/2022,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/10/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/11/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/12/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/13/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/14/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/15/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/16/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/17/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/18/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/19/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/20/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/21/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/22/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/23/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/24/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/25/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/26/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/27/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/28/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/29/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/30/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
1/31/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
2/1/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/2/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/3/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
