Date,USD,IDR
9/13/2014,"1.229,10 (-1.395,39)","467.520 (-896.218,95)"
9/14/2014,"1.229,10 (-1.395,39)","467.520 (-896.218,95)"
9/15/2014,"1.234,90 (-1.389,59)","471.473 (-892.265,84)"
9/16/2014,"1.238,50 (-1.385,99)","473.962 (-889.776,47)"
9/17/2014,"1.236,70 (-1.387,79)","473.472 (-890.266,51)"
9/18/2014,"1.227,00 (-1.397,49)","474.571 (-889.167,39)"
9/19/2014,"1.217,20 (-1.407,29)","469.020 (-894.718,80)"
9/20/2014,"1.216,70 (-1.407,79)","468.827 (-894.911,46)"
9/21/2014,"1.216,70 (-1.407,79)","468.827 (-894.911,46)"
9/22/2014,"1.217,40 (-1.407,09)","468.588 (-895.150,56)"
9/23/2014,"1.221,30 (-1.403,19)","470.678 (-893.060,43)"
9/24/2014,"1.218,10 (-1.406,39)","469.014 (-894.724,47)"
9/25/2014,"1.220,50 (-1.403,99)","468.800 (-894.938,34)"
9/26/2014,"1.215,00 (-1.409,49)","469.031 (-894.707,13)"
9/27/2014,"1.219,80 (-1.404,69)","470.884 (-892.854,17)"
9/28/2014,"1.219,80 (-1.404,69)","470.884 (-892.854,17)"
9/29/2014,"1.218,60 (-1.405,89)","474.848 (-888.890,19)"
9/30/2014,"1.208,30 (-1.416,19)","474.409 (-889.329,77)"
10/1/2014,"1.252,70 (-1.371,79)","483.706 (-880.032,82)"
10/2/2014,"1.228,30 (-1.396,19)","465.004 (-898.734,73)"
10/3/2014,"1.224,70 (-1.399,79)","469.547 (-894.191,35)"
10/4/2014,"1.227,80 (-1.396,69)","471.723 (-892.015,95)"
10/5/2014,"1.233,00 (-1.391,49)","476.000 (-887.738,70)"
10/6/2014,"1.234,60 (-1.389,89)","474.970 (-888.768,29)"
10/7/2014,"1.230,30 (-1.394,19)","473.316 (-890.422,57)"
10/8/2014,"1.230,30 (-1.394,19)","473.316 (-890.422,57)"
10/9/2014,"1.234,90 (-1.389,59)","475.443 (-888.295,55)"
10/10/2014,"1.221,90 (-1.402,59)","479.552 (-884.186,49)"
10/11/2014,"1.224,30 (-1.400,19)","480.494 (-883.244,58)"
10/12/2014,"1.224,30 (-1.400,19)","480.494 (-883.244,58)"
10/13/2014,"1.228,40 (-1.396,09)","481.906 (-881.832,95)"
10/14/2014,"1.235,40 (-1.389,09)","484.374 (-879.364,86)"
10/15/2014,"1.246,10 (-1.378,39)","489.931 (-873.807,47)"
10/16/2014,"1.243,20 (-1.381,29)","487.911 (-875.827,01)"
10/17/2014,"1.238,10 (-1.386,39)","486.507 (-877.231,49)"
10/18/2014,"1.238,90 (-1.385,59)","486.821 (-876.917,13)"
10/19/2014,"1.238,90 (-1.385,59)","486.821 (-876.917,13)"
10/20/2014,"1.245,60 (-1.378,89)","482.206 (-881.532,89)"
10/21/2014,"1.252,60 (-1.371,89)","482.982 (-880.756,06)"
10/22/2014,"1.244,80 (-1.379,69)","481.296 (-882.442,91)"
10/23/2014,"1.229,20 (-1.395,29)","475.580 (-888.158,41)"
10/24/2014,"1.232,30 (-1.392,19)","478.008 (-885.730,82)"
10/25/2014,"1.231,40 (-1.393,09)","477.659 (-886.079,93)"
10/26/2014,"1.231,40 (-1.393,09)","477.659 (-886.079,93)"
10/27/2014,"1.229,50 (-1.394,99)","476.012 (-887.726,11)"
10/28/2014,"1.229,10 (-1.395,39)","480.441 (-883.297,06)"
10/29/2014,"1.223,10 (-1.401,39)","478.293 (-885.445,77)"
10/30/2014,"1.200,00 (-1.424,49)","469.337 (-894.401,86)"
10/31/2014,"1.168,60 (-1.455,89)","453.937 (-909.801,25)"
11/1/2014,"1.205,90 (-1.418,59)","474.261 (-889.477,27)"
11/2/2014,"1.226,70 (-1.397,79)","482.441 (-881.296,96)"
11/3/2014,"1.236,90 (-1.387,59)","486.453 (-877.285,47)"
11/4/2014,"1.238,50 (-1.385,99)","487.082 (-876.656,21)"
11/5/2014,"1.238,50 (-1.385,99)","487.082 (-876.656,21)"
11/6/2014,"1.241,10 (-1.383,39)","488.105 (-875.633,67)"
11/7/2014,"1.226,80 (-1.397,69)","482.481 (-881.257,64)"
11/8/2014,"1.222,70 (-1.401,79)","480.868 (-882.870,10)"
11/9/2014,"1.225,00 (-1.399,49)","481.773 (-881.965,55)"
11/10/2014,"1.158,40 (-1.466,09)","452.061 (-911.677,76)"
11/11/2014,"1.163,00 (-1.461,49)","454.791 (-908.947,85)"
11/12/2014,"1.162,90 (-1.461,59)","456.322 (-907.416,66)"
11/13/2014,"1.164,70 (-1.459,79)","456.504 (-907.234,58)"
11/14/2014,"1.174,30 (-1.450,19)","460.833 (-902.905,54)"
11/15/2014,"1.189,70 (-1.434,79)","466.876 (-896.862,09)"
11/16/2014,"1.189,70 (-1.434,79)","466.876 (-896.862,09)"
11/17/2014,"1.182,30 (-1.442,19)","463.478 (-900.260,24)"
11/18/2014,"1.194,20 (-1.430,29)","466.339 (-897.399,81)"
11/19/2014,"1.180,30 (-1.444,19)","460.076 (-903.662,65)"
11/20/2014,"1.188,50 (-1.435,99)","464.686 (-899.052,51)"
11/21/2014,"1.204,10 (-1.420,39)","470.785 (-892.953,14)"
11/22/2014,"1.202,40 (-1.422,09)","470.121 (-893.617,82)"
11/23/2014,"1.202,40 (-1.422,09)","470.121 (-893.617,82)"
11/24/2014,"1.196,90 (-1.427,59)","466.469 (-897.269,00)"
11/25/2014,"1.197,50 (-1.426,99)","468.397 (-895.341,14)"
11/26/2014,"1.198,30 (-1.426,19)","468.479 (-895.259,38)"
11/27/2014,"1.191,20 (-1.433,29)","466.431 (-897.307,49)"
11/28/2014,"1.179,60 (-1.444,89)","462.534 (-901.204,90)"
11/29/2014,"1.168,50 (-1.455,99)","458.181 (-905.557,33)"
11/30/2014,"1.168,50 (-1.455,99)","458.181 (-905.557,33)"
12/1/2014,"1.245,20 (-1.379,29)","489.617 (-874.121,29)"
12/2/2014,"1.245,20 (-1.379,29)","489.617 (-874.121,29)"
12/3/2014,"1.264,60 (-1.359,89)","497.245 (-866.493,14)"
12/4/2014,"1.251,40 (-1.373,09)","492.055 (-871.683,43)"
12/5/2014,"1.258,80 (-1.365,69)","493.346 (-870.392,58)"
12/6/2014,"1.256,70 (-1.367,79)","491.917 (-871.821,66)"
12/7/2014,"1.263,20 (-1.361,29)","495.070 (-868.668,14)"
12/8/2014,"1.267,70 (-1.356,79)","496.834 (-866.904,51)"
12/9/2014,"1.267,70 (-1.356,79)","496.834 (-866.904,51)"
12/10/2014,"1.229,40 (-1.395,09)","487.594 (-876.144,14)"
12/11/2014,"1.228,40 (-1.396,09)","487.198 (-876.540,75)"
12/12/2014,"1.223,70 (-1.400,79)","489.111 (-874.627,91)"
12/13/2014,"1.222,40 (-1.402,09)","488.591 (-875.147,52)"
12/14/2014,"1.222,40 (-1.402,09)","488.591 (-875.147,52)"
12/15/2014,"1.216,40 (-1.408,09)","492.724 (-871.014,65)"
12/16/2014,"1.197,90 (-1.426,59)","496.823 (-866.915,86)"
12/17/2014,"1.195,50 (-1.428,99)","488.909 (-874.829,77)"
12/18/2014,"1.196,00 (-1.428,49)","483.153 (-880.585,40)"
12/19/2014,"1.197,30 (-1.427,19)","481.176 (-882.562,34)"
12/20/2014,"1.194,80 (-1.429,69)","480.171 (-883.567,06)"
12/21/2014,"1.194,80 (-1.429,69)","480.171 (-883.567,06)"
12/22/2014,"1.181,40 (-1.443,09)","472.317 (-891.421,19)"
12/23/2014,"1.178,40 (-1.446,09)","471.913 (-891.824,96)"
12/24/2014,"1.174,60 (-1.449,89)","470.807 (-892.931,34)"
12/25/2014,"1.175,30 (-1.449,19)","471.088 (-892.650,76)"
12/26/2014,"1.195,40 (-1.429,09)","479.144 (-884.594,21)"
12/27/2014,"1.196,10 (-1.428,39)","479.425 (-884.313,64)"
12/28/2014,"1.196,10 (-1.428,39)","479.425 (-884.313,64)"
12/29/2014,"1.181,80 (-1.442,69)","472.439 (-891.299,27)"
12/30/2014,"1.204,00 (-1.420,49)","481.391 (-882.347,13)"
12/31/2014,"1.187,20 (-1.437,29)","474.827 (-888.911,54)"
1/1/2015,"1.183,40 (-1.441,09)","473.307 (-890.431,37)"
1/2/2015,"1.191,10 (-1.433,39)","477.689 (-886.049,69)"
1/3/2015,"1.189,40 (-1.435,09)","477.007 (-886.731,47)"
1/4/2015,"1.189,40 (-1.435,09)","477.007 (-886.731,47)"
1/5/2015,"1.195,90 (-1.428,59)","484.035 (-879.703,01)"
1/6/2015,"1.219,10 (-1.405,39)","496.130 (-867.608,46)"
1/7/2015,"1.212,90 (-1.411,59)","496.492 (-867.245,96)"
1/8/2015,"1.214,00 (-1.410,49)","496.904 (-866.834,71)"
1/9/2015,"1.216,10 (-1.408,39)","494.205 (-869.533,13)"
1/10/2015,"1.223,60 (-1.400,89)","497.253 (-866.485,24)"
1/11/2015,"1.223,60 (-1.400,89)","497.253 (-866.485,24)"
1/12/2015,"1.227,20 (-1.397,29)","495.875 (-867.863,04)"
1/13/2015,"1.238,05 (-1.386,44)","501.852 (-861.886,70)"
1/14/2015,"1.238,10 (-1.386,39)","500.757 (-862.981,00)"
1/15/2015,"1.261,50 (-1.362,99)","511.722 (-852.016,06)"
1/16/2015,"1.279,10 (-1.345,39)","517.875 (-845.863,67)"
1/17/2015,"1.280,50 (-1.343,99)","518.442 (-845.296,85)"
1/18/2015,"1.280,50 (-1.343,99)","518.442 (-845.296,85)"
1/19/2015,"1.275,20 (-1.349,29)","517.075 (-846.663,71)"
1/20/2015,"1.295,90 (-1.328,59)","527.427 (-836.311,95)"
1/21/2015,"1.290,50 (-1.333,99)","520.997 (-842.741,76)"
1/22/2015,"1.305,70 (-1.318,79)","522.683 (-841.055,07)"
1/23/2015,"1.290,20 (-1.334,29)","516.188 (-847.550,22)"
1/24/2015,"1.294,70 (-1.329,79)","517.989 (-845.749,84)"
1/25/2015,"1.294,70 (-1.329,79)","517.989 (-845.749,84)"
1/26/2015,"1.279,70 (-1.344,79)","514.991 (-848.747,64)"
1/27/2015,"1.293,80 (-1.330,69)","519.667 (-844.071,68)"
1/28/2015,"1.287,40 (-1.337,09)","517.303 (-846.435,35)"
1/29/2015,"1.259,10 (-1.365,39)","506.620 (-857.118,68)"
1/30/2015,"1.276,30 (-1.348,19)","518.054 (-845.684,23)"
1/31/2015,"1.283,70 (-1.340,79)","521.058 (-842.680,55)"
2/1/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/2/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/3/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/4/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/5/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/6/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/7/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/8/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/9/2015,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/10/2015,"1.221,90 (-1.402,59)","479.552 (-884.186,49)"
2/11/2015,"1.224,30 (-1.400,19)","480.494 (-883.244,58)"
2/12/2015,"1.224,30 (-1.400,19)","480.494 (-883.244,58)"
2/13/2015,"1.228,40 (-1.396,09)","481.906 (-881.832,95)"
2/14/2015,"1.235,40 (-1.389,09)","484.374 (-879.364,86)"
2/15/2015,"1.246,10 (-1.378,39)","489.931 (-873.807,47)"
2/16/2015,"1.243,20 (-1.381,29)","487.911 (-875.827,01)"
2/17/2015,"1.238,10 (-1.386,39)","486.507 (-877.231,49)"
2/18/2015,"1.238,90 (-1.385,59)","486.821 (-876.917,13)"
2/19/2015,"1.238,90 (-1.385,59)","486.821 (-876.917,13)"
2/20/2015,"1.245,60 (-1.378,89)","482.206 (-881.532,89)"
2/21/2015,"1.252,60 (-1.371,89)","482.982 (-880.756,06)"
2/22/2015,"1.244,80 (-1.379,69)","481.296 (-882.442,91)"
2/23/2015,"1.229,20 (-1.395,29)","475.580 (-888.158,41)"
2/24/2015,"1.232,30 (-1.392,19)","478.008 (-885.730,82)"
2/25/2015,"1.231,40 (-1.393,09)","477.659 (-886.079,93)"
2/26/2015,"1.231,40 (-1.393,09)","477.659 (-886.079,93)"
2/27/2015,"1.229,50 (-1.394,99)","476.012 (-887.726,11)"
2/28/2015,"1.229,10 (-1.395,39)","480.441 (-883.297,06)"
3/1/2015,"1.213,90 (-1.410,59)","502.014 (-861.723,98)"
3/2/2015,"1.209,40 (-1.415,09)","505.208 (-858.530,17)"
3/3/2015,"1.204,30 (-1.420,19)","501.878 (-861.860,91)"
3/4/2015,"1.202,70 (-1.421,79)","501.249 (-862.489,02)"
3/5/2015,"1.203,30 (-1.421,19)","503.782 (-859.956,43)"
3/6/2015,"1.173,20 (-1.451,29)","489.709 (-874.029,36)"
3/7/2015,"1.168,90 (-1.455,59)","487.914 (-875.824,23)"
3/8/2015,"1.168,90 (-1.455,59)","487.914 (-875.824,23)"
3/9/2015,"1.168,30 (-1.456,19)","490.068 (-873.670,73)"
3/10/2015,"1.159,50 (-1.464,99)","486.824 (-876.914,73)"
3/11/2015,"1.148,90 (-1.475,59)","486.252 (-877.486,72)"
3/12/2015,"1.150,90 (-1.473,59)","487.542 (-876.196,23)"
3/13/2015,"1.153,20 (-1.471,29)","489.073 (-874.665,76)"
3/14/2015,"1.159,10 (-1.465,39)","491.575 (-872.163,57)"
3/15/2015,"1.159,10 (-1.465,39)","491.575 (-872.163,57)"
3/16/2015,"1.153,10 (-1.471,39)","490.736 (-873.002,81)"
3/17/2015,"1.148,10 (-1.476,39)","487.574 (-876.164,25)"
3/18/2015,"1.153,20 (-1.471,29)","488.072 (-875.666,82)"
3/19/2015,"1.169,80 (-1.454,69)","489.230 (-874.508,31)"
3/20/2015,"1.187,30 (-1.437,19)","499.107 (-864.631,95)"
3/21/2015,"1.182,70 (-1.441,79)","497.173 (-866.565,66)"
3/22/2015,"1.182,70 (-1.441,79)","497.173 (-866.565,66)"
3/23/2015,"1.188,00 (-1.436,49)","499.439 (-864.299,50)"
3/24/2015,"1.191,50 (-1.432,99)","496.926 (-866.812,08)"
3/25/2015,"1.197,60 (-1.426,89)","497.930 (-865.808,17)"
3/26/2015,"1.205,90 (-1.418,59)","504.134 (-859.604,53)"
3/27/2015,"1.200,00 (-1.424,49)","504.021 (-859.717,63)"
3/28/2015,"1.198,20 (-1.426,29)","503.265 (-860.473,66)"
3/29/2015,"1.198,20 (-1.426,29)","503.265 (-860.473,66)"
3/30/2015,"1.184,70 (-1.439,79)","498.433 (-865.305,94)"
3/31/2015,"1.186,50 (-1.437,99)","499.114 (-864.624,93)"
4/1/2015,"1.206,70 (-1.417,79)","506.020 (-857.718,24)"
4/2/2015,"1.199,60 (-1.424,89)","501.384 (-862.353,99)"
4/3/2015,"1.202,50 (-1.421,99)","502.597 (-861.141,91)"
4/4/2015,"1.202,50 (-1.421,99)","502.597 (-861.141,91)"
4/5/2015,"1.202,50 (-1.421,99)","502.597 (-861.141,91)"
4/6/2015,"1.219,60 (-1.404,89)","507.469 (-856.269,04)"
4/7/2015,"1.210,90 (-1.413,59)","505.407 (-858.331,81)"
4/8/2015,"1.201,60 (-1.422,89)","502.298 (-861.440,81)"
4/9/2015,"1.194,10 (-1.430,39)","498.049 (-865.689,33)"
4/10/2015,"1.205,40 (-1.419,09)","500.321 (-863.417,73)"
4/11/2015,"1.208,10 (-1.416,39)","501.441 (-862.297,05)"
4/12/2015,"1.208,10 (-1.416,39)","501.441 (-862.297,05)"
4/13/2015,"1.199,30 (-1.425,19)","499.138 (-864.600,09)"
4/14/2015,"1.193,10 (-1.431,39)","497.862 (-865.876,27)"
4/15/2015,"1.197,60 (-1.426,89)","499.624 (-864.114,00)"
4/16/2015,"1.197,30 (-1.427,19)","494.187 (-869.551,34)"
4/17/2015,"1.203,10 (-1.421,39)","497.548 (-866.190,37)"
4/18/2015,"1.204,20 (-1.420,29)","498.003 (-865.735,46)"
4/19/2015,"1.204,20 (-1.420,29)","498.003 (-865.735,46)"
4/20/2015,"1.195,10 (-1.429,39)","494.701 (-869.037,73)"
4/21/2015,"1.203,60 (-1.420,89)","500.812 (-862.926,56)"
4/22/2015,"1.188,50 (-1.435,99)","494.911 (-868.827,48)"
4/23/2015,"1.192,00 (-1.432,49)","495.870 (-867.868,23)"
4/24/2015,"1.176,80 (-1.447,69)","489.623 (-874.115,74)"
4/25/2015,"1.181,00 (-1.443,49)","491.370 (-872.368,28)"
4/26/2015,"1.181,00 (-1.443,49)","491.370 (-872.368,28)"
4/27/2015,"1.206,10 (-1.418,39)","501.077 (-862.661,86)"
4/28/2015,"1.213,40 (-1.411,09)","506.294 (-857.444,41)"
4/29/2015,"1.210,00 (-1.414,49)","504.331 (-859.407,70)"
4/30/2015,"1.204,40 (-1.420,09)","500.951 (-862.787,29)"
5/1/2015,"1.172,40 (-1.452,09)","487.641 (-876.097,19)"
5/2/2015,"1.178,20 (-1.446,29)","490.054 (-873.684,77)"
5/3/2015,"1.178,20 (-1.446,29)","490.054 (-873.684,77)"
5/4/2015,"1.190,90 (-1.433,59)","498.552 (-865.186,19)"
5/5/2015,"1.193,20 (-1.431,29)","498.441 (-865.297,47)"
5/6/2015,"1.190,90 (-1.433,59)","499.280 (-864.458,71)"
5/7/2015,"1.183,40 (-1.441,09)","497.087 (-866.651,87)"
5/8/2015,"1.188,20 (-1.436,29)","503.381 (-860.357,06)"
5/9/2015,"1.188,00 (-1.436,49)","503.297 (-860.441,79)"
5/10/2015,"1.188,00 (-1.436,49)","503.297 (-860.441,79)"
5/11/2015,"1.183,50 (-1.440,99)","499.069 (-864.669,30)"
5/12/2015,"1.194,40 (-1.430,09)","507.006 (-856.732,01)"
5/13/2015,"1.217,20 (-1.407,29)","516.098 (-847.640,73)"
5/14/2015,"1.224,50 (-1.399,99)","519.193 (-844.545,50)"
5/15/2015,"1.225,10 (-1.399,39)","515.587 (-848.151,11)"
5/16/2015,"1.224,40 (-1.400,09)","515.293 (-848.445,71)"
5/17/2015,"1.224,40 (-1.400,09)","515.293 (-848.445,71)"
5/18/2015,"1.227,90 (-1.396,59)","517.792 (-845.946,30)"
5/19/2015,"1.208,50 (-1.415,99)","512.215 (-851.523,84)"
5/20/2015,"1.209,40 (-1.415,09)","512.052 (-851.686,74)"
5/21/2015,"1.204,70 (-1.419,79)","509.326 (-854.412,60)"
5/22/2015,"1.206,60 (-1.417,89)","509.586 (-854.152,41)"
5/23/2015,"1.206,40 (-1.418,09)","509.502 (-854.236,88)"
5/24/2015,"1.206,40 (-1.418,09)","509.502 (-854.236,88)"
5/25/2015,"1.207,40 (-1.417,09)","511.865 (-851.873,61)"
5/26/2015,"1.187,30 (-1.437,19)","503.573 (-860.165,76)"
5/27/2015,"1.186,60 (-1.437,89)","504.687 (-859.051,10)"
5/28/2015,"1.188,10 (-1.436,39)","504.409 (-859.329,88)"
5/29/2015,"1.189,40 (-1.435,09)","505.190 (-858.548,52)"
5/30/2015,"1.190,40 (-1.434,09)","505.615 (-858.123,78)"
5/31/2015,"1.190,40 (-1.434,09)","505.615 (-858.123,78)"
6/1/2015,"1.191,50 (-1.432,99)","506.810 (-856.928,71)"
6/2/2015,"1.193,40 (-1.431,09)","507.618 (-856.120,54)"
6/3/2015,"1.181,70 (-1.442,79)","501.350 (-862.388,93)"
6/4/2015,"1.175,50 (-1.448,99)","500.495 (-863.243,07)"
6/5/2015,"1.168,30 (-1.456,19)","499.120 (-864.618,36)"
6/6/2015,"1.172,80 (-1.451,69)","501.043 (-862.695,87)"
6/7/2015,"1.172,80 (-1.451,69)","501.043 (-862.695,87)"
6/8/2015,"1.173,00 (-1.451,49)","503.843 (-859.895,10)"
6/9/2015,"1.177,60 (-1.446,89)","505.895 (-857.843,53)"
6/10/2015,"1.187,70 (-1.436,79)","508.974 (-854.764,70)"
6/11/2015,"1.180,60 (-1.443,89)","504.527 (-859.211,73)"
6/12/2015,"1.180,10 (-1.444,39)","505.262 (-858.476,88)"
6/13/2015,"1.181,60 (-1.442,89)","505.904 (-857.834,65)"
6/14/2015,"1.181,60 (-1.442,89)","505.904 (-857.834,65)"
6/15/2015,"1.189,10 (-1.435,39)","509.727 (-854.011,83)"
6/16/2015,"1.181,50 (-1.442,99)","506.469 (-857.269,69)"
6/17/2015,"1.176,70 (-1.447,79)","505.697 (-858.041,01)"
6/18/2015,"1.200,80 (-1.423,69)","515.051 (-848.687,58)"
6/19/2015,"1.202,80 (-1.421,69)","515.251 (-848.487,14)"
6/20/2015,"1.201,20 (-1.423,29)","514.566 (-849.172,55)"
6/21/2015,"1.201,20 (-1.423,29)","514.566 (-849.172,55)"
6/22/2015,"1.185,50 (-1.438,99)","507.612 (-856.126,75)"
6/23/2015,"1.178,50 (-1.445,99)","504.539 (-859.199,81)"
6/24/2015,"1.174,10 (-1.450,39)","501.296 (-862.442,47)"
6/25/2015,"1.172,80 (-1.451,69)","502.362 (-861.376,15)"
6/26/2015,"1.174,10 (-1.450,39)","503.485 (-860.253,08)"
6/27/2015,"1.174,20 (-1.450,29)","503.528 (-860.210,19)"
6/28/2015,"1.174,20 (-1.450,29)","503.528 (-860.210,19)"
6/29/2015,"1.178,80 (-1.445,69)","506.183 (-857.555,40)"
6/30/2015,"1.175,90 (-1.448,59)","504.030 (-859.708,02)"
7/1/2015,"1.170,80 (-1.453,69)","501.807 (-861.931,70)"
7/2/2015,"1.165,00 (-1.459,49)","499.546 (-864.192,85)"
7/3/2015,"1.168,80 (-1.455,69)","500.386 (-863.352,57)"
7/4/2015,"1.168,80 (-1.455,69)","500.386 (-863.352,57)"
7/5/2015,"1.168,80 (-1.455,69)","500.386 (-863.352,57)"
7/6/2015,"1.168,00 (-1.456,49)","501.433 (-862.305,64)"
7/7/2015,"1.157,00 (-1.467,49)","495.222 (-868.515,97)"
7/8/2015,"1.161,40 (-1.463,09)","498.338 (-865.400,46)"
7/9/2015,"1.161,20 (-1.463,29)","498.290 (-865.448,94)"
7/10/2015,"1.160,10 (-1.464,39)","496.214 (-867.524,78)"
7/11/2015,"1.164,00 (-1.460,49)","497.882 (-865.856,62)"
7/12/2015,"1.164,00 (-1.460,49)","497.882 (-865.856,62)"
7/13/2015,"1.156,90 (-1.467,59)","495.031 (-868.707,56)"
7/14/2015,"1.155,20 (-1.469,29)","494.712 (-869.026,43)"
7/15/2015,"1.147,20 (-1.477,29)","491.618 (-872.120,46)"
7/16/2015,"1.145,30 (-1.479,19)","490.804 (-872.934,68)"
7/17/2015,"1.133,90 (-1.490,59)","485.918 (-877.820,01)"
7/18/2015,"1.134,00 (-1.490,49)","485.961 (-877.777,16)"
7/19/2015,"1.134,00 (-1.490,49)","485.961 (-877.777,16)"
7/20/2015,"1.109,10 (-1.515,39)","475.291 (-888.447,73)"
7/21/2015,"1.106,90 (-1.517,59)","474.348 (-889.390,52)"
7/22/2015,"1.094,30 (-1.530,19)","470.320 (-893.417,97)"
7/23/2015,"1.095,40 (-1.529,09)","471.709 (-892.029,53)"
7/24/2015,"1.086,20 (-1.538,29)","469.633 (-894.105,50)"
7/25/2015,"1.100,40 (-1.524,09)","475.773 (-887.965,95)"
7/26/2015,"1.100,40 (-1.524,09)","475.773 (-887.965,95)"
7/27/2015,"1.098,00 (-1.526,49)","474.911 (-888.827,11)"
7/28/2015,"1.095,80 (-1.528,69)","474.206 (-889.532,05)"
7/29/2015,"1.095,80 (-1.528,69)","473.643 (-890.095,74)"
7/30/2015,"1.089,60 (-1.534,89)","471.804 (-891.934,84)"
7/31/2015,"1.095,40 (-1.529,09)","474.773 (-888.965,57)"
8/1/2015,"1.095,40 (-1.529,09)","474.773 (-888.965,57)"
8/2/2015,"1.095,40 (-1.529,09)","474.773 (-888.965,57)"
8/3/2015,"1.091,20 (-1.533,29)","473.338 (-890.400,04)"
8/4/2015,"1.093,00 (-1.531,49)","474.225 (-889.513,82)"
8/5/2015,"1.085,80 (-1.538,69)","471.869 (-891.869,71)"
8/6/2015,"1.092,70 (-1.531,79)","475.289 (-888.449,52)"
8/7/2015,"1.094,60 (-1.529,89)","476.362 (-887.376,74)"
8/8/2015,"1.094,30 (-1.530,19)","476.231 (-887.507,30)"
8/9/2015,"1.094,30 (-1.530,19)","476.231 (-887.507,30)"
8/10/2015,"1.107,50 (-1.516,99)","481.976 (-881.762,76)"
8/11/2015,"1.108,80 (-1.515,69)","482.720 (-881.018,76)"
8/12/2015,"1.125,00 (-1.499,49)","497.621 (-866.117,24)"
8/13/2015,"1.117,00 (-1.507,49)","493.688 (-870.050,91)"
8/14/2015,"1.114,20 (-1.510,29)","493.023 (-870.715,29)"
8/15/2015,"1.114,30 (-1.510,19)","493.067 (-870.671,04)"
8/16/2015,"1.114,30 (-1.510,19)","493.067 (-870.671,04)"
8/17/2015,"1.119,30 (-1.505,19)","495.280 (-868.458,59)"
8/18/2015,"1.116,50 (-1.507,99)","496.482 (-867.256,61)"
8/19/2015,"1.129,20 (-1.495,29)","501.875 (-861.863,35)"
8/20/2015,"1.152,70 (-1.471,79)","512.839 (-850.899,88)"
8/21/2015,"1.160,10 (-1.464,39)","518.257 (-845.481,62)"
8/22/2015,"1.161,10 (-1.463,39)","518.704 (-845.034,88)"
8/23/2015,"1.161,10 (-1.463,39)","518.704 (-845.034,88)"
8/24/2015,"1.156,00 (-1.468,49)","520.253 (-843.485,11)"
8/25/2015,"1.138,20 (-1.486,29)","514.768 (-848.970,94)"
8/26/2015,"1.125,20 (-1.499,29)","510.154 (-853.584,22)"
8/27/2015,"1.124,00 (-1.500,49)","510.550 (-853.188,72)"
8/28/2015,"1.134,90 (-1.489,59)","511.232 (-852.506,74)"
8/29/2015,"1.134,00 (-1.490,49)","510.826 (-852.912,15)"
8/30/2015,"1.134,00 (-1.490,49)","510.826 (-852.912,15)"
8/31/2015,"1.134,30 (-1.490,19)","511.545 (-852.193,52)"
9/1/2015,"1.141,20 (-1.483,29)","516.638 (-847.100,48)"
9/2/2015,"1.136,10 (-1.488,39)","516.009 (-847.729,11)"
9/3/2015,"1.124,50 (-1.499,99)","511.934 (-851.804,69)"
9/4/2015,"1.121,10 (-1.503,39)","511.035 (-852.703,76)"
9/5/2015,"1.122,50 (-1.501,99)","511.673 (-852.065,59)"
9/6/2015,"1.122,50 (-1.501,99)","511.673 (-852.065,59)"
9/7/2015,"1.119,70 (-1.504,79)","512.412 (-851.325,97)"
9/8/2015,"1.124,60 (-1.499,89)","516.499 (-847.239,57)"
9/9/2015,"1.102,00 (-1.522,49)","504.667 (-859.071,79)"
9/10/2015,"1.111,40 (-1.513,09)","511.759 (-851.979,89)"
9/11/2015,"1.105,00 (-1.519,49)","508.243 (-855.495,27)"
9/12/2015,"1.108,40 (-1.516,09)","509.807 (-853.931,45)"
9/13/2015,"1.108,40 (-1.516,09)","509.807 (-853.931,45)"
9/14/2015,"1.110,00 (-1.514,49)","511.114 (-852.624,53)"
9/15/2015,"1.103,90 (-1.520,59)","510.044 (-853.694,29)"
9/16/2015,"1.124,30 (-1.500,19)","522.036 (-841.702,26)"
9/17/2015,"1.117,80 (-1.506,69)","519.377 (-844.360,97)"
9/18/2015,"1.138,90 (-1.485,59)","529.584 (-834.154,23)"
9/19/2015,"1.140,60 (-1.483,89)","530.375 (-833.363,74)"
9/20/2015,"1.140,60 (-1.483,89)","530.375 (-833.363,74)"
9/21/2015,"1.133,90 (-1.490,59)","526.822 (-836.916,68)"
9/22/2015,"1.126,00 (-1.498,49)","524.418 (-839.320,04)"
9/23/2015,"1.133,00 (-1.491,49)","532.669 (-831.069,42)"
9/24/2015,"1.154,20 (-1.470,29)","542.636 (-821.102,44)"
9/25/2015,"1.146,80 (-1.477,69)","541.627 (-822.111,16)"
